source,reference,hypothesis
මම ජිවිතකාලයටම රිදවන්න කියලා හිතපු අන්තිම කෙනා ඔයයි.,You're the last person I ever meant to hurt.,Είσαι ο τελευταίος που σκέφτηκα να κάνω κακό για όλη μου τη ζωή.
(हल्लिएको) मोनोक्रममा घटाउनुहोस्,Reduce to Monochrome (Dithered),मोनोक्रम में घटाएँ
"මේ කණනාඩිය ගාව ඉන්න හාදයා, එයා ජේම්ස් හොලොවේ.","This brother in the mirror over here, his name's James Holloway.","Este es el tipo con la cuchilla, es James Holloway."
ඔව්න් මේහේ.,They're here.,"Da, sunt aici."
මන් වෙනුවෙන් කරපු දේවල් වලට මම කොහොම ස්තුතියි කරන්නද මන්දා!,How can I ever thank you for what you did for me?,Nu ştiu cum să-ţi mulţumesc pentru tot ce ai făcut pentru mine.
"ඒත්, ඒක ඇත්තටම වුණා වගේ දැනෙනවා.",But it felt like it had happened.,"De úgy érzem, tényleg megtörtént."
पर्ल वाक्य संरचनामा नियमित अभिव्यक्ति,A regular expression in Perl syntax,पर्ल वाक्य संरचना में नियमित अभिव्यक्ति
අපි පහල හිටියොත් අපි ගිලෙනවා.,Down here we will drown.,Αν μείνουμε κάτω θα πνιγούμε.
"""%s"" फेला पार्न सकेन।","""%s"" could not be found.","""%s"" नहीं मिला।"
दृश्य प्रोफाइल बचत गर्नुहोस्...,& Save View Profile As...,दृश्य प्रोफ़ाइल सहेजें...
ट्लेम्केन जेनाटा,Tlemcen Zenata,ट्लेम्केन जेनाटा
ඒක ගැන විස්වාශද?,- Is he gonna do it?,Είσαι σίγουρος γι' αυτό;
"යන්න ,යන්න",Go! Go!,"Git , git ."
"බේරගන්න, උදව් කරන්න","Save me, help","Kurtarın, yardım edin."
"එහෙනම්, රොත්තක් නෙ?","So, a lot then?","Deci, nu-i aşa?"
चयन गरिएका कार्यका लागि टाइमिङ सुरु गर्नुहोस्,Stop timer for task,चयनित कार्यों के लिए टाइमिंग शुरू करें
අපි ඔයාලට අපේ මොසසෝරස්ව තව ටිකක් ළං කරල පෙන්නන්න හදන්නේ,We're gonna give you an even closer look at our Mosasaurus.,Încercăm să vă arătăm mai aproape de Moosaurus .
මට දැන් ඉන්නව හොදට ලොකු උන පුතෙක් .,And now I have grown old my son.,J' ai un fils qui est devenu grand .
උඹ මංගැන දත්ත දුන්න?,You give data about me? !,Ai dat datele despre mine?
"වෙන්න බෑ, ඒක ස්ථිරයි.","It's not possible, it's certain.","Nu se poate, e sigur."
වෙඩි තියන්න පෙට්‍රා!,Fire Petra!,"Πυροβολήστε, Πέτρα!"
උඹත් බලපන් බන්?,Why don't yöu look up?,Sen de görüyor musun?
टर्मिनल अनुप्रयोगComment,Educational applications,टर्मिनल अनुप्रयोगComment
කොහොමද අද ඔයාලගෙ ඉගෙනීම් වැඩ එහෙම?,And how did your studies go today?,¿Cómo están los estudios hoy?
එයා කොහාටද යනවා කියලත්.,And she's on the move.,Nereye gittiğini de.
"සන්සුන් වෙන්න, එයා ඔයා ගැන මොනවත් ඇයට කියන එකක් නැහැ .එයා දැන් ගිහින්.","Relax, it's not like he's gonna say anything about you.","Μην ανησυχείς, δεν θα της πει τίποτα για σένα. Έχει φύγει."
"සැලසුම් දැනටමත් ක්‍රියාත්මකයි රටේ අගනුවර ඔමාහාවලට ගෙනියන්න, ප්‍රභූ ධනකුවේරයන්ගේ නිලධාරීන් මිලදී ගනිමින් ඉන්නෙ හැදෙන්ඩ-යන වෙරළාසන්න ඉඩකඩම්","Plans are afoot to move the nation's capital to Omaha, and a cadre of elite billionaires is buying up soon-to-be beachfront property.","Los planes ya están en marcha para trasladar la capital del país a Omaha, y los funcionarios de los altos cargos financieros están comprando terrenos para viajar a la costa."
මේ මොකක්ද ?,What do you call this then.,ما هذا ؟
කතා කරන්නද ?,Should I?,Konuşalım mı ?
ठेगाना पुस्तिकाको आईडी,Ids of Address Books,पता पुस्तिका का आईडी
-ඒක ලස්සනයි∙,- It's beautiful.,- Είναι όμορφο.
- නයේමි මට ඇහුම්කන් දෙන්න,"Naomi, listen to me.",- Neyimimi dinle.
ඔයා විහිළු කරන්නෙ නෑ.,You aren't kidding around.,Δεν αστειεύεσαι.
අපි සතුව කිරි මනේසුදු එළදෙනක් හිටියා.,We had a cow as white as milk.,Είχαμε ένα χοιρινό αγελάδα.
%s फोल्डर बाकस प्राप्त गर्न सकिँदैन,Cannot add contact: %s,%s қапшығы қойындысын алу мүмкін емес
आदेश/ यूआरएल:,Command/ URL:,आदेश/ यूआरएलः
ජිම් නම් මේක ගැන දන්නවා ඒත් මම හදන්නෙ ඔයාව විශ්වාස සමූහයට ගන්න,"Jim already knows about this, but I'm gonna bring you in the circle of trust.",Jim bunu biliyor ama seni güvene almaya çalışıyorum .
नम लक कुञ्जी सक्रिय पारिएको छ ।,The Num Lock key has been activated.,नम लॉक कुंजी सक्रिय है।
මම කියන්නේ සේරම විකාරයක්!,I say it's nothing!,Totul e o prostie!
පසුව පිටසක්වල ජීවින් පැමිණියා.,And then the aliens came.,Μετά ήρθαν εξωγήινοι.
"පේන විදිය, මේ මිනිස්සුන්ට ඔයාව හොදින් පෙනේවි.","Well, supposably, these bald-bodies find you attractive.","Din câte se vede, oamenii ăştia te vor vedea bine."
ඒ වගේම පරිවර්තනය වුනු ගැහැණු කෙනාවත් අපි දන්නවා.,And we do know the woman who was changed.,Y también conocemos a una mujer que fue traducida.
च्यानल पहिले नै माथि छ।,Channel is already on top.,Το κανάλι είναι ήδη πάνω.
- සහකම්පනය.මනුෂ්‍යත්වය.,- Empathy. Humanity.,"- Съчувствие, човечност."
සම්මුඛ පරීක්ෂණය හෙට.,"Well, the interview's tomorrow.",Η συνέντευξη αύριο.
යාර විසි පහයි!,Twenty-five yards!,25 γιάρ!
ඊටපස්සෙ ඔහු මොනවටද කැමති උනේ?,What was he like back then?,¿Y luego qué le gustaba?
මමයි ඒක කරේ..,I did.,Εγώ το έκανα.
අපි මොනවද හරියටම කරන්න යන්නේ BACKDOOR PILOT විකාශය වූ දිනය : 2008 පෙබරවාරි 17,And that's exactly what we're gonna do.,¿Qué vamos a hacer exactamente el día de la emisión de BACKDOOR PILOT: 17 de febrero de 2008
"මම නුබට ඉතුරු කරන්නම් , මගේ ජිවිතේ වැඩි කලක්ම තිබුන වේලාව",I'll leave you with what I've had most every day of my life. - One day.,"Te dejaré , el tiempo más largo de mi vida ."
"හරි, හොඳ කාරණයක්.","Okay, good point.","Bine, un lucru bun."
මම මගේ ජිවිතයම ඒ වෙනුවෙන් යෙදෙව්වා. මම දැක්කා ඒක කරා කියලා.,And I put my life on the line and I saw it through.,He dedicado toda mi vida a eso y lo he visto.
