src,tgt,lang,source,src_tokens,tgt_tokens,len_ratio
"මම අයිරීන්ට ඒක කිව්වා, ආරක්ෂිතව ඉන්න නම්,","I told Irene that, in order to be safe, she needed to go elsewhere.",si,opus_ne_si_en_train.csv,7,14,0.5
ඕකේ මගේ අංකය ලියලා තියෙනවා.,That's my number.,si,opus_ne_si_en_train.csv,5,3,1.6666666666666667
"ඒකිවුවෙ, මොන ජාතියෙද?","What sort, then?",si,opus_ne_si_en_train.csv,3,3,1.0
විකටයා අපිට භූමිකම්පා එකක් දෙකක් ඇති කරනවා අපිව බය කරන්න.,Now and again the Jester sends an earthquake or two just to rattle us.,si,opus_ne_si_en_train.csv,10,14,0.7142857142857143
उपकरणपट्टी भण्डारण हुने फोल्डरको नाम,The name of the folder where the toolbars are stored,ne,opus_ne_si_en_train.csv,5,10,0.5
මට කොස්ටෙලෝට කතාකරන්න ඕනි.,I want to talk to Costello.,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
රොයිලිකළඋපසිරැසිගැන්වීමක්. පෙර කතාංග වලින්...,Previously on Revolution...,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
මිස්ටර් ජේකබ්ස්?,[Cell phone] Mr. Jacobs?,si,opus_ne_si_en_train.csv,2,4,0.5
මාසෙකට යන්තම් අඩුවෙන් මේකෙ!,Just lay low for a month.,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
අපි ළඟ ඒ කොටස නෑනේ. -ඉතින් අපිට හොයාගන්න පුළුවන් වෙයි!,We don't have that part Maybe we could find one.,si,opus_ne_si_en_train.csv,10,10,1.0
මේක සරළවම මගේ පියවර.,This is simply my move.,si,opus_ne_si_en_train.csv,4,5,0.8
වෛද්‍ය ශිෂ්‍යයෙක් හැටියට... මට දැනගන්න ඕනේ... කොහොමද...,"As a medical student, I want to know how...",si,opus_ne_si_en_train.csv,7,9,0.7777777777777778
हराइरहेको प्याकेजहरू सुधार्न असक्षम भयो ।,Unable to correct missing packages.,ne,opus_ne_si_en_train.csv,6,5,1.2
"- පුතාගේ ""එකට"" මොකද්ද කියන්නේ?",- What do you call a son's that?,si,opus_ne_si_en_train.csv,5,8,0.625
- මං ඔයාට කියන්නේ ඔයාගේ කට පරිස්සම් කරගත්තා නම් හොදයි.,- I suggest you watch your mouth.,si,opus_ne_si_en_train.csv,10,7,1.4285714285714286
මුහුණ වහන් හිටියාම මුහුණ බලන්න ඕන කිව්වා.,"He was wearing a mask. So, I asked him to show his face.",si,opus_ne_si_en_train.csv,7,13,0.5384615384615384
මොකක්ද අපි ඒකට කරන්නෙ දැන්?,What shall we do now?,si,opus_ne_si_en_train.csv,5,5,1.0
නැත්නම් උඹ අපේ නීතිය දන්නවනේ.,Otherwise you know our law.,si,opus_ne_si_en_train.csv,5,5,1.0
ඔක්කොම විනාස කරා!,You've... You've ruined everything!,si,opus_ne_si_en_train.csv,3,4,0.75
මට ඕනෙ විදිහට ඕනෙ තරමක් ඔයාට ආදරේ කලොත්.,I'm going to love you the way I want.,si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
"- මේසන්විල්, PA වලට ටිකට් 2ක්.","Two for Masonville, PA.",si,opus_ne_si_en_train.csv,6,4,1.5
प्यारेन्ट डाइरेक्टरीबाट वंशानुगत अनुमति प्राप्त गर्नुहोस्,Inherit permissions from parent directory,ne,opus_ne_si_en_train.csv,6,5,1.2
"මං දිනුවා, බබා!","Yeah! I fucking won, baby!",si,opus_ne_si_en_train.csv,3,5,0.6
මට වෙළුම් පටි ඕන ප්‍රථමාධාර පෙට්ටියෙන්.,-I need bandages from the first aid kit.,si,opus_ne_si_en_train.csv,6,8,0.75
"එයාල දැනගත්තොත් අපි අබුසැමියෝ විදියට රගපෑවා කියලා,",What about when they find out thatwe lied about being married?,si,opus_ne_si_en_train.csv,7,11,0.6363636363636364
ඔයා මේක විකුනන්නේ නැද්ද?,Would you care to sell it?,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
"එයාලා ගැන මොකද , ආහ් ...","What about those, uh..?",si,opus_ne_si_en_train.csv,6,4,1.5
ඔයා මට කියන්න සුදානම්ද ඔයා කාටද වැඩ කරන්නේ කියලා?,You ready to tell me who you're working for?,si,opus_ne_si_en_test.csv,9,9,1.0
මේක සජීවී අපරාධ ස්ථානයක් හැසිරෙන්න ඕන විධිය,"This is an active crime scene, and knowing you, Captain, they know better.",si,opus_ne_si_en_train.csv,7,13,0.5384615384615384
- ඒක ඔයාට විහිළුවක් වුනාට මම ඒකට වෛර කරනවා.,- lt's fun for you but I hate it.,si,opus_ne_si_en_train.csv,9,9,1.0
හොද උත්සහයක්.,Nice try.,si,opus_ne_si_en_train.csv,2,2,1.0
අපිට ලොකු අනතුරක් තියනෙවා,We're under imminent threat.,si,opus_ne_si_en_train.csv,4,4,1.0
මට බොරුකාරියෝ පෙන්නන්න බැහැ.,I DON'T HELP LIARS.,si,opus_ne_si_en_train.csv,4,4,1.0
उपलब्ध रङ्गदानीहरूPILCROW SIGN,Available palettes,ne,opus_ne_si_en_train.csv,3,2,1.5
මේක අතීතය.,They sent me back too early.,si,opus_ne_si_en_train.csv,2,6,0.3333333333333333
"""උදාහරණයක්"" සහෝදරයා.",'Example' Brother.,si,opus_ne_si_en_train.csv,2,2,1.0
ඔයාගේ තාත්තා ඔහුගේ මාන්නයට වඩා පවුලේ අනාගතය ඉහලින් තිබ්බා∙,Your father put his family's future over his own pride.,si,opus_ne_si_en_train.csv,9,10,0.9
මට ඒක සම්පුර්ණ කරන්න දෙනවා!,Let me finish it!,si,opus_ne_si_en_train.csv,5,4,1.25
"මම වෙහෙස වෙලා ඉන්නේ, , මට වැඩ තියනවා .","I'm exhausted, and I have a ton of sketches to do.",si,opus_ne_si_en_train.csv,9,11,0.8181818181818182
බලන්න අරක දිහා.,"Now, look at that.",si,opus_ne_si_en_train.csv,3,4,0.75
ඇයි නුඹ අවනත නොවන්නේ?,And learn,si,opus_ne_si_en_train.csv,4,2,2.0
- මේක තමයි වැදගත්ම දේ.. ඇත්තටම නාභිගත කිරීම පිළබඳ සහ තේරැම්ගැනීම පිළිබඳ...,"This is the important thing about actually focusing in and comprehending,",si,opus_ne_si_en_train.csv,12,11,1.0909090909090908
ඒකෙන් මට මගේ සැබෑ ප්‍රශ්නේ මතු කරවනවා.,That brings me to my real question.,si,opus_ne_si_en_train.csv,7,7,1.0
"සමාවනේන හාර්ලි, ඒත් අපිට සිද්ද වනෙවා බොරු කරන්න","I'm sorry, Hurley, but we have to lie.",si,opus_ne_si_en_train.csv,8,8,1.0
කැමතියිද ඒකට?,You like that?,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
मास्क हटाउनुहोस्,Paint freely,ne,opus_ne_si_en_train.csv,2,2,1.0
නැත්නම් අර මොඩ මැනේජර් ඔයාට බනිනවා බලන් ඉන්නද මට කියන්නේ?,Would I like if that idiotic manager tells you anything?,si,opus_ne_si_en_train.csv,10,10,1.0
ඔයා මොනවද මේ කියන්නේ?,What are you talking about?,si,opus_ne_si_en_train.csv,4,5,0.8
- අප්පා බල්ලා එනවා,- Do you have any sense?,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
ඒ තිරණය වෙන්න එළියේ වෙන දෙ මත∙,It might be that thing out there.,si,opus_ne_si_en_train.csv,7,7,1.0
- කොයි තරම්ද?,What kind of response are we talking?,si,opus_ne_si_en_train.csv,3,7,0.4285714285714285
इभोल्युसन क्वेरि,Evolution Source Viewer,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
वक्ता थप्नुहोस्,Add Talker,ne,opus_ne_si_en_test.csv,2,2,1.0
මම හොදට රගපානවා. මම ලොකු තරුවක් වෙලා එන එක තමයි මගේ දෛවය. ඒක මගේ ඉරනම.,It is my destiny to become a big star.,si,opus_ne_si_en_train.csv,15,9,1.6666666666666667
- හතයි.,- Seven.,si,opus_ne_si_en_train.csv,2,2,1.0
`%s' फोल्डर साराँश फाइल मेट्न सकेन: %s,Could not delete folder summary file '%s': %s,ne,opus_ne_si_en_train.csv,7,8,0.875
මට ඇහුන්කම් දෙන්න කියල ඔයාට ගෙවන එක නෙවෙයි උත්තරය.,Paying you to listen to me is not the solution.,si,opus_ne_si_en_val.csv,9,10,0.9
අර ඔයාගේ බිරිඳ නම්.,She is your wife.,si,opus_ne_si_en_train.csv,4,4,1.0
ඔයාගේ නෝනා කොච්චර බාරද ක්‍රිස්ටෝ මහත්තයා?,"How much does your wife weigh, Mr. Kristo?",si,opus_ne_si_en_train.csv,6,8,0.75
එයා එක කරාද?,Did it?,si,opus_ne_si_en_train.csv,3,2,1.5
ඔයාමද ඒක හිතුවේ ?,You come up with that on your own?,si,opus_ne_si_en_train.csv,4,8,0.5
ඔහු ඇත්තටම ඉන්නවද?,Does he actually exist?,si,opus_ne_si_en_train.csv,3,4,0.75
"කවුද ""ඇය"" ?","Who is ""she""?",si,opus_ne_si_en_train.csv,3,3,1.0
"මම දැනන් හිටියෙ නෑ ඔබේ අගමෙහෙසිය මෙච්චර සුන්දරයි කියලා, අසානෝ වංශාධිපති තුමනි.","I had no idea your concubine was so lovely, Lord Asano.",si,opus_ne_si_en_train.csv,12,11,1.0909090909090908
අවේන්ජර්ස්ලා ව අභිප්‍රේරණය කරන්න.,To motivate the avengers.,si,opus_ne_si_en_train.csv,4,4,1.0
"මොකද සමහරවෙලාවට ඔහු දෙවියන් ගැන කතා කරන්නේ දුරස්ථව හදුනන ලෙස, සමීප මිතුරෙක් විදිහට නෙවෙයි.","Because sometimes he speaks of God as a distant acquaintance, not as an intimate friend.",si,opus_ne_si_en_train.csv,14,15,0.9333333333333332
එයා සාමාන්‍යයෙන් එතෙන්ට ගිහින් දිනන්න ඔනා කරන දේ කරන කෙනෙක්.,He used to go in there and do what he had to do to win.,si,opus_ne_si_en_train.csv,10,15,0.6666666666666666
ඔයාට එක කරන්න බැ නවත්තන්න එක,- You can't do that. - Quiet!,si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
මම කැමැති නැහැ මගේ පැටියා තුවාල වෙනවට... .,I don't like to see my baby hurt...,si,opus_ne_si_en_train.csv,8,8,1.0
ඒකෙ කිසිම තේරුමක් නෑ.,That doesn't make any sense.,si,opus_ne_si_en_train.csv,4,5,0.8
ඔබට කුමන ආකාරයේ චැට් ගිණුමක් සෑදීමට අවශ්‍යද?,What kind of chat account do you want to create?,si,opus_ne_si_en_train.csv,7,10,0.7
උඹ දන්නවනේ මම කතා කරන්නේ මොනවා ගැනද කියලා.,You know what I'm talking about.,si,opus_ne_si_en_train.csv,8,6,1.3333333333333333
"ඔයා හොඳින්, දිගටම හුස්මගන්න.","You're okay, just keep breathing.",si,opus_ne_si_en_train.csv,4,5,0.8
භයට හැසිරෙන්නා මිනිසෙකි.,Fearing to act is human.,si,opus_ne_si_en_train.csv,3,5,0.6
% 1 සාවද්‍ය වේ,%1 is not valid,si,opus_ne_si_en_train.csv,4,4,1.0
"ඔයා දන්නවානේ, මේ හැම දෙයක් ගැනම?","You know, about all of this?",si,opus_ne_si_en_train.csv,6,6,1.0
"කැත, අපිරිසිඳු, තෙත තැනක් නෙමෙයි.. උණුසුම සහ සුවඳින් සපිරි තැනක්.","Not a nasty, dirty, wet hole full of worms and oozy smells.",si,opus_ne_si_en_train.csv,10,12,0.8333333333333334
දැන් මේක පෞද්ගලික නැද්ද∙,And you saythis ain't personal.,si,opus_ne_si_en_train.csv,4,5,0.8
එයාලා එකෙන් කරන දෙය අනුව.,It's what they do with it.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
ඒක දන්නේ නැහැ අපි කවුද කියන එක.,It doesn't know who we are.,si,opus_ne_si_en_train.csv,7,6,1.1666666666666667
එක ප්‍රශ්නයයි තියෙන්නේ.,Just one problem.,si,opus_ne_si_en_train.csv,3,3,1.0
